Unnamed: 0,ID,emotion,text,tokens
4056,4056,shame,no response ,"['no', 'response', '']"
4057,4057,disgust,the transport to pick us up for lunch was always late and the driver made the same excuse every day ,"['the', 'transport', 'to', 'pick', 'us', 'up', 'for', 'lunch', 'was', 'always', 'late', 'and', 'the', 'driver', 'made', 'the', 'same', 'excuse', 'every', 'day', '']"
4058,4058,anger,two years back someone invited me to be the tutor of her grand daughter   the grand daughter asked me some questions in mathematics so i taught her   however she did not listen to me and this made me feel unhappy   the second year it was the same   when i entered university the girl s parents suggested that i be employed as their daghters tutor   they told me that at university  there was no homework and i would have a lot of time so they made a time table  for me which required me to be the tutor five days a week   they did not respect me and anyway i had another child to teach ,"['two', 'years', 'back', 'someone', 'invited', 'me', 'to', 'be', 'the', 'tutor', 'of', 'her', 'grand', 'daughter', '', '', 'the', 'grand', 'daughter', 'asked', 'me', 'some', 'questions', 'in', 'mathematics', 'so', 'i', 'taught', 'her', '', '', 'however', 'she', 'did', 'not', 'listen', 'to', 'me', 'and', 'this', 'made', 'me', 'feel', 'unhappy', '', '', 'the', 'second', 'year', 'it', 'was', 'the', 'same', '', '', 'when', 'i', 'entered', 'university', 'the', 'girl', 's', 'parents', 'suggested', 'that', 'i', 'be', 'employed', 'as', 'their', 'daghters', 'tutor', '', '', 'they', 'told', 'me', 'that', 'at', 'university', '', 'there', 'was', 'no', 'homework', 'and', 'i', 'would', 'have', 'a', 'lot', 'of', 'time', 'so', 'they', 'made', 'a', 'time', 'table', '', 'for', 'me', 'which', 'required', 'me', 'to', 'be', 'the', 'tutor', 'five', 'days', 'a', 'week', '', '', 'they', 'did', 'not', 'respect', 'me', 'and', 'anyway', 'i', 'had', 'another', 'child', 'to', 'teach', '']"
4059,4059,fear,was nearly knocked down by a car ,"['was', 'nearly', 'knocked', 'down', 'by', 'a', 'car', '']"
4060,4060,shame,i had written a  love letter  to a class mate of mine  this was meant to be a joke   unfortunately it fell in the wrong hands  and i had to face the consequences ,"['i', 'had', 'written', 'a', '', 'love', 'letter', '', 'to', 'a', 'class', 'mate', 'of', 'mine', '', 'this', 'was', 'meant', 'to', 'be', 'a', 'joke', '', '', 'unfortunately', 'it', 'fell', 'in', 'the', 'wrong', 'hands', '', 'and', 'i', 'had', 'to', 'face', 'the', 'consequences', '']"
4061,4061,joy,one night  at a friend s place i realized that i had everything i most wished  around me ,"['one', 'night', '', 'at', 'a', 'friend', 's', 'place', 'i', 'realized', 'that', 'i', 'had', 'everything', 'i', 'most', 'wished', '', 'around', 'me', '']"
4062,4062,sadness,my sister was in coma for 3 months  due to a train accident   now her brainfunctions are disturbed  she will never be able to walk and she can hardly talk ,"['my', 'sister', 'was', 'in', 'coma', 'for', '3', 'months', '', 'due', 'to', 'a', 'train', 'accident', '', '', 'now', 'her', 'brainfunctions', 'are', 'disturbed', '', 'she', 'will', 'never', 'be', 'able', 'to', 'walk', 'and', 'she', 'can', 'hardly', 'talk', '']"
4063,4063,disgust,when a girl i knew aborted and threw the seven month foetus in a man hole ,"['when', 'a', 'girl', 'i', 'knew', 'aborted', 'and', 'threw', 'the', 'seven', 'month', 'foetus', 'in', 'a', 'man', 'hole', '']"
4064,4064,fear,no really strong such emotion  just falling off to sleep when i caught sight of a 5 cm diameter spider crawling onto the pillow beside me ,"['no', 'really', 'strong', 'such', 'emotion', '', 'just', 'falling', 'off', 'to', 'sleep', 'when', 'i', 'caught', 'sight', 'of', 'a', '5', 'cm', 'diameter', 'spider', 'crawling', 'onto', 'the', 'pillow', 'beside', 'me', '']"
4065,4065,guilt,when i was a child i often quarrelled with my younger sister  once i became so angry that i slapped her in the face  she cried and shouted so that my mother came in and scolded me ,"['when', 'i', 'was', 'a', 'child', 'i', 'often', 'quarrelled', 'with', 'my', 'younger', 'sister', '', 'once', 'i', 'became', 'so', 'angry', 'that', 'i', 'slapped', 'her', 'in', 'the', 'face', '', 'she', 'cried', 'and', 'shouted', 'so', 'that', 'my', 'mother', 'came', 'in', 'and', 'scolded', 'me', '']"
4066,4066,joy,i received a letter from a friend whom i was missing,"['i', 'received', 'a', 'letter', 'from', 'a', 'friend', 'whom', 'i', 'was', 'missing']"
4067,4067,shame,a day i was with my boyfriend and a couple of friends in a bar  and he said something that i didn t like  i don t remember what   without thinking i slept him in his back  getting ashamed and sorry just after ,"['a', 'day', 'i', 'was', 'with', 'my', 'boyfriend', 'and', 'a', 'couple', 'of', 'friends', 'in', 'a', 'bar', '', 'and', 'he', 'said', 'something', 'that', 'i', 'didn', 't', 'like', '', 'i', 'don', 't', 'remember', 'what', '', '', 'without', 'thinking', 'i', 'slept', 'him', 'in', 'his', 'back', '', 'getting', 'ashamed', 'and', 'sorry', 'just', 'after', '']"
4068,4068,fear,finding out that a boy i do not like is in love with me ,"['finding', 'out', 'that', 'a', 'boy', 'i', 'do', 'not', 'like', 'is', 'in', 'love', 'with', 'me', '']"
4069,4069,shame,i was wearing a short skirt one day and someone told me my underwear was showing ,"['i', 'was', 'wearing', 'a', 'short', 'skirt', 'one', 'day', 'and', 'someone', 'told', 'me', 'my', 'underwear', 'was', 'showing', '']"
4070,4070,disgust,my flatmate and close friend living and sleeping with another close friend of mine ,"['my', 'flatmate', 'and', 'close', 'friend', 'living', 'and', 'sleeping', 'with', 'another', 'close', 'friend', 'of', 'mine', '']"
4071,4071,anger,someone told me that i was chosen for english lectures because the class leader is going out with me  not true  ,"['someone', 'told', 'me', 'that', 'i', 'was', 'chosen', 'for', 'english', 'lectures', 'because', 'the', 'class', 'leader', 'is', 'going', 'out', 'with', 'me', '', 'not', 'true', '', '']"
4072,4072,joy,i felt this emotion when my name was announced on the radio that i had been selected to come to lilongwe school for health sciences to take a training course as a medical assistat ,"['i', 'felt', 'this', 'emotion', 'when', 'my', 'name', 'was', 'announced', 'on', 'the', 'radio', 'that', 'i', 'had', 'been', 'selected', 'to', 'come', 'to', 'lilongwe', 'school', 'for', 'health', 'sciences', 'to', 'take', 'a', 'training', 'course', 'as', 'a', 'medical', 'assistat', '']"
4073,4073,fear,i do not recall being scared in the near past ,"['i', 'do', 'not', 'recall', 'being', 'scared', 'in', 'the', 'near', 'past', '']"
4074,4074,anger,physically fighting with my girlfriend because she just walked out of a room of my friends and had pushed and cursed at me when i went to find her ,"['physically', 'fighting', 'with', 'my', 'girlfriend', 'because', 'she', 'just', 'walked', 'out', 'of', 'a', 'room', 'of', 'my', 'friends', 'and', 'had', 'pushed', 'and', 'cursed', 'at', 'me', 'when', 'i', 'went', 'to', 'find', 'her', '']"
4075,4075,guilt,when i was caught sneaking back into the house at night after having  gone to a disco without permission ,"['when', 'i', 'was', 'caught', 'sneaking', 'back', 'into', 'the', 'house', 'at', 'night', 'after', 'having', '', 'gone', 'to', 'a', 'disco', 'without', 'permission', '']"
4076,4076,joy,when i passed the driving test after three failures ,"['when', 'i', 'passed', 'the', 'driving', 'test', 'after', 'three', 'failures', '']"
4077,4077,joy,when i received a beautiful birthday gift form my parents ,"['when', 'i', 'received', 'a', 'beautiful', 'birthday', 'gift', 'form', 'my', 'parents', '']"
4078,4078,joy,after my marriage i received the b sc results by post  i was very happy to learn that i had got very good marks   first class ,"['after', 'my', 'marriage', 'i', 'received', 'the', 'b', 'sc', 'results', 'by', 'post', '', 'i', 'was', 'very', 'happy', 'to', 'learn', 'that', 'i', 'had', 'got', 'very', 'good', 'marks', '', '', 'first', 'class', '']"
4079,4079,disgust,i went to spend a night with a relative of mine and there i found that the bed had been wet the previous night ,"['i', 'went', 'to', 'spend', 'a', 'night', 'with', 'a', 'relative', 'of', 'mine', 'and', 'there', 'i', 'found', 'that', 'the', 'bed', 'had', 'been', 'wet', 'the', 'previous', 'night', '']"
4080,4080,shame,  no response  ,"['', '', 'no', 'response', '', '']"
4081,4081,guilt,i am the secretary of an association  and during the last meeting i forgot to take the minutes ,"['i', 'am', 'the', 'secretary', 'of', 'an', 'association', '', 'and', 'during', 'the', 'last', 'meeting', 'i', 'forgot', 'to', 'take', 'the', 'minutes', '']"
4082,4082,anger,i was watching tv with a friend  after the first film i wanted to watch another film on the same channel  my friend switched over to the other cannel without asking me what i wanted ,"['i', 'was', 'watching', 'tv', 'with', 'a', 'friend', '', 'after', 'the', 'first', 'film', 'i', 'wanted', 'to', 'watch', 'another', 'film', 'on', 'the', 'same', 'channel', '', 'my', 'friend', 'switched', 'over', 'to', 'the', 'other', 'cannel', 'without', 'asking', 'me', 'what', 'i', 'wanted', '']"
4083,4083,guilt,i forgot my mother s and sister s birthdays  they fall on the same day  ,"['i', 'forgot', 'my', 'mother', 's', 'and', 'sister', 's', 'birthdays', '', 'they', 'fall', 'on', 'the', 'same', 'day', '', '']"
4084,4084,fear,when i was treated improperly by someone ,"['when', 'i', 'was', 'treated', 'improperly', 'by', 'someone', '']"
4085,4085,fear,when someone close to me is travelling by car and is delayed ,"['when', 'someone', 'close', 'to', 'me', 'is', 'travelling', 'by', 'car', 'and', 'is', 'delayed', '']"
4086,4086,sadness,when my mother died ,"['when', 'my', 'mother', 'died', '']"
4087,4087,sadness,my boyfriend with whom i had a longlasting relationship  fell in love with another girl  then he asked me something which implied that he loved that girl more than he loved me ,"['my', 'boyfriend', 'with', 'whom', 'i', 'had', 'a', 'longlasting', 'relationship', '', 'fell', 'in', 'love', 'with', 'another', 'girl', '', 'then', 'he', 'asked', 'me', 'something', 'which', 'implied', 'that', 'he', 'loved', 'that', 'girl', 'more', 'than', 'he', 'loved', 'me', '']"
4088,4088,joy,when i drove partially across the country with my father  we stopped in a few towns and stayed overnight in motels  the joy i got was from the feedom i felt and the real beauty of the country ,"['when', 'i', 'drove', 'partially', 'across', 'the', 'country', 'with', 'my', 'father', '', 'we', 'stopped', 'in', 'a', 'few', 'towns', 'and', 'stayed', 'overnight', 'in', 'motels', '', 'the', 'joy', 'i', 'got', 'was', 'from', 'the', 'feedom', 'i', 'felt', 'and', 'the', 'real', 'beauty', 'of', 'the', 'country', '']"
4089,4089,fear,when i was in a car with my parents and friends and we had to back up  reverse  pass a river which when i recall it  i was only about 5 yrs  seemed we were going to fall in and drown ,"['when', 'i', 'was', 'in', 'a', 'car', 'with', 'my', 'parents', 'and', 'friends', 'and', 'we', 'had', 'to', 'back', 'up', '', 'reverse', '', 'pass', 'a', 'river', 'which', 'when', 'i', 'recall', 'it', '', 'i', 'was', 'only', 'about', '5', 'yrs', '', 'seemed', 'we', 'were', 'going', 'to', 'fall', 'in', 'and', 'drown', '']"
4090,4090,guilt,i entered the hostel this year   my mother was ill and could not move and needed people to look after her   every week i left home to go back to school  i felt guilty ,"['i', 'entered', 'the', 'hostel', 'this', 'year', '', '', 'my', 'mother', 'was', 'ill', 'and', 'could', 'not', 'move', 'and', 'needed', 'people', 'to', 'look', 'after', 'her', '', '', 'every', 'week', 'i', 'left', 'home', 'to', 'go', 'back', 'to', 'school', '', 'i', 'felt', 'guilty', '']"
4091,4091,disgust,we were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate ,"['we', 'were', 'at', 'a', 'hamburger', 'bar', 'and', 'a', 'man', 'at', 'a', 'table', 'nearby', 'started', 'coughing', 'and', 'spitting', 'into', 'his', 'plate', '']"
4092,4092,fear,finding out the great difference between china and the west in science ,"['finding', 'out', 'the', 'great', 'difference', 'between', 'china', 'and', 'the', 'west', 'in', 'science', '']"
4093,4093,fear,once  when i was ten  i could not remember why my mother was so angry   she fainted suddenly and i was very scared as i did not know what to do  ,"['once', '', 'when', 'i', 'was', 'ten', '', 'i', 'could', 'not', 'remember', 'why', 'my', 'mother', 'was', 'so', 'angry', '', '', 'she', 'fainted', 'suddenly', 'and', 'i', 'was', 'very', 'scared', 'as', 'i', 'did', 'not', 'know', 'what', 'to', 'do', '', '']"
4094,4094,sadness,i had a girlfriend who lived several kilometers away from my home  one day she wrote me that she d visit me  on her way she had a car accident and was badly injured  i was very sorry to see her lying in a bed in the hospital ,"['i', 'had', 'a', 'girlfriend', 'who', 'lived', 'several', 'kilometers', 'away', 'from', 'my', 'home', '', 'one', 'day', 'she', 'wrote', 'me', 'that', 'she', 'd', 'visit', 'me', '', 'on', 'her', 'way', 'she', 'had', 'a', 'car', 'accident', 'and', 'was', 'badly', 'injured', '', 'i', 'was', 'very', 'sorry', 'to', 'see', 'her', 'lying', 'in', 'a', 'bed', 'in', 'the', 'hospital', '']"
4095,4095,disgust,not applicable ,"['not', 'applicable', '']"
4096,4096,joy,when i was at a party i met an old friend from an adult education course   we had not met for 2 years but had both thought a lot about each other   a wonderful experience ,"['when', 'i', 'was', 'at', 'a', 'party', 'i', 'met', 'an', 'old', 'friend', 'from', 'an', 'adult', 'education', 'course', '', '', 'we', 'had', 'not', 'met', 'for', '2', 'years', 'but', 'had', 'both', 'thought', 'a', 'lot', 'about', 'each', 'other', '', '', 'a', 'wonderful', 'experience', '']"
4097,4097,guilt,i knew i had to take an exam very soon but yet i couldn t start studying  i also knew it was very imprtant to succeed the exam this time ,"['i', 'knew', 'i', 'had', 'to', 'take', 'an', 'exam', 'very', 'soon', 'but', 'yet', 'i', 'couldn', 't', 'start', 'studying', '', 'i', 'also', 'knew', 'it', 'was', 'very', 'imprtant', 'to', 'succeed', 'the', 'exam', 'this', 'time', '']"
4098,4098,guilt,while playing basketball i broke a team member s spectacles   his face was injured by the  pieces of glass   it was not serious but i felt guilty and blamed myself for being too careless and vigorous in my game ,"['while', 'playing', 'basketball', 'i', 'broke', 'a', 'team', 'member', 's', 'spectacles', '', '', 'his', 'face', 'was', 'injured', 'by', 'the', '', 'pieces', 'of', 'glass', '', '', 'it', 'was', 'not', 'serious', 'but', 'i', 'felt', 'guilty', 'and', 'blamed', 'myself', 'for', 'being', 'too', 'careless', 'and', 'vigorous', 'in', 'my', 'game', '']"
4099,4099,sadness,it was a complex situation concerning a relationship with a boyfriend  i had broken the relationship for some reasons  meanwhile  as i felt it  i had most sorrow ,"['it', 'was', 'a', 'complex', 'situation', 'concerning', 'a', 'relationship', 'with', 'a', 'boyfriend', '', 'i', 'had', 'broken', 'the', 'relationship', 'for', 'some', 'reasons', '', 'meanwhile', '', 'as', 'i', 'felt', 'it', '', 'i', 'had', 'most', 'sorrow', '']"
4100,4100,fear,not included on questionnaire ,"['not', 'included', 'on', 'questionnaire', '']"
4101,4101,fear,i was walking alone in the street late at night  2 30 am   it was very quiet  then a man approached me and said  hello  ,"['i', 'was', 'walking', 'alone', 'in', 'the', 'street', 'late', 'at', 'night', '', '2', '30', 'am', '', '', 'it', 'was', 'very', 'quiet', '', 'then', 'a', 'man', 'approached', 'me', 'and', 'said', '', 'hello', '', '']"
4102,4102,anger,i wrote an exam and happened to have not done as well as i thought i would  i was angry to myself for not having done so well ,"['i', 'wrote', 'an', 'exam', 'and', 'happened', 'to', 'have', 'not', 'done', 'as', 'well', 'as', 'i', 'thought', 'i', 'would', '', 'i', 'was', 'angry', 'to', 'myself', 'for', 'not', 'having', 'done', 'so', 'well', '']"
4103,4103,fear,i was physically assaulted and sexually abused about a year ago  just the feeling that i might not get away intact  or even alive  produced fear ,"['i', 'was', 'physically', 'assaulted', 'and', 'sexually', 'abused', 'about', 'a', 'year', 'ago', '', 'just', 'the', 'feeling', 'that', 'i', 'might', 'not', 'get', 'away', 'intact', '', 'or', 'even', 'alive', '', 'produced', 'fear', '']"
4104,4104,guilt,when i secretly tried smoking for the first time  being 12 years old ,"['when', 'i', 'secretly', 'tried', 'smoking', 'for', 'the', 'first', 'time', '', 'being', '12', 'years', 'old', '']"
4105,4105,anger,my mother was ill and asked me to prpare our lunch  i went to do it  and while i was working  she stayed behind me telling what i had  or not to do  i asked her to stop meddling  and to go to bed  when i went to ask for help to my sister  my mother said that i was proud  that i asked for help only when i wanted and that i wasn t able to cook by myself ,"['my', 'mother', 'was', 'ill', 'and', 'asked', 'me', 'to', 'prpare', 'our', 'lunch', '', 'i', 'went', 'to', 'do', 'it', '', 'and', 'while', 'i', 'was', 'working', '', 'she', 'stayed', 'behind', 'me', 'telling', 'what', 'i', 'had', '', 'or', 'not', 'to', 'do', '', 'i', 'asked', 'her', 'to', 'stop', 'meddling', '', 'and', 'to', 'go', 'to', 'bed', '', 'when', 'i', 'went', 'to', 'ask', 'for', 'help', 'to', 'my', 'sister', '', 'my', 'mother', 'said', 'that', 'i', 'was', 'proud', '', 'that', 'i', 'asked', 'for', 'help', 'only', 'when', 'i', 'wanted', 'and', 'that', 'i', 'wasn', 't', 'able', 'to', 'cook', 'by', 'myself', '']"
4106,4106,shame,some days ago i had a car accident  it was quite slight but through my fault  i felt strong shame because i had the spirits of a good driver ,"['some', 'days', 'ago', 'i', 'had', 'a', 'car', 'accident', '', 'it', 'was', 'quite', 'slight', 'but', 'through', 'my', 'fault', '', 'i', 'felt', 'strong', 'shame', 'because', 'i', 'had', 'the', 'spirits', 'of', 'a', 'good', 'driver', '']"
4107,4107,guilt,i promised to fulfill an errand  later i understood it was impracticable  the explanation i gave was accompanied by a sense of guilt ,"['i', 'promised', 'to', 'fulfill', 'an', 'errand', '', 'later', 'i', 'understood', 'it', 'was', 'impracticable', '', 'the', 'explanation', 'i', 'gave', 'was', 'accompanied', 'by', 'a', 'sense', 'of', 'guilt', '']"
4108,4108,disgust,i lived together with my boyfriend  one night he stayed away and next day he told me that he had chat up with another girl ,"['i', 'lived', 'together', 'with', 'my', 'boyfriend', '', 'one', 'night', 'he', 'stayed', 'away', 'and', 'next', 'day', 'he', 'told', 'me', 'that', 'he', 'had', 'chat', 'up', 'with', 'another', 'girl', '']"
4109,4109,shame,when i don t succeed to fulfill a promise ,"['when', 'i', 'don', 't', 'succeed', 'to', 'fulfill', 'a', 'promise', '']"
4110,4110,joy,a friend i had missed very much came to see me unexpectedly ,"['a', 'friend', 'i', 'had', 'missed', 'very', 'much', 'came', 'to', 'see', 'me', 'unexpectedly', '']"
4111,4111,joy,i was very happy when i got an attractive summer job ,"['i', 'was', 'very', 'happy', 'when', 'i', 'got', 'an', 'attractive', 'summer', 'job', '']"
4112,4112,anger,brother provoked anger  it was when mother and father were away and we had to look after ourselves  he accused me of being selfish and a snob ,"['brother', 'provoked', 'anger', '', 'it', 'was', 'when', 'mother', 'and', 'father', 'were', 'away', 'and', 'we', 'had', 'to', 'look', 'after', 'ourselves', '', 'he', 'accused', 'me', 'of', 'being', 'selfish', 'and', 'a', 'snob', '']"
4113,4113,fear,after having slept for a short time i woke up   i had the feeling of someone standing beside me and was very frightened  i had to turn on the light turn on the light for several minutes before i was able to get to sleep again ,"['after', 'having', 'slept', 'for', 'a', 'short', 'time', 'i', 'woke', 'up', '', '', 'i', 'had', 'the', 'feeling', 'of', 'someone', 'standing', 'beside', 'me', 'and', 'was', 'very', 'frightened', '', 'i', 'had', 'to', 'turn', 'on', 'the', 'light', 'turn', 'on', 'the', 'light', 'for', 'several', 'minutes', 'before', 'i', 'was', 'able', 'to', 'get', 'to', 'sleep', 'again', '']"
4114,4114,disgust,helping older people on the toilet ,"['helping', 'older', 'people', 'on', 'the', 'toilet', '']"
4115,4115,fear,whenever i think of enrolling in organic chemistry ,"['whenever', 'i', 'think', 'of', 'enrolling', 'in', 'organic', 'chemistry', '']"
4116,4116,fear,when i was walking on a fairly out of the way street ,"['when', 'i', 'was', 'walking', 'on', 'a', 'fairly', 'out', 'of', 'the', 'way', 'street', '']"
4117,4117,sadness,departure of a very close friend   for a long stay overseas  sharing in the sorrow of her parents who were left behind ,"['departure', 'of', 'a', 'very', 'close', 'friend', '', '', 'for', 'a', 'long', 'stay', 'overseas', '', 'sharing', 'in', 'the', 'sorrow', 'of', 'her', 'parents', 'who', 'were', 'left', 'behind', '']"
4118,4118,disgust,when  for example  someone is calumnating ,"['when', '', 'for', 'example', '', 'someone', 'is', 'calumnating', '']"
4119,4119,anger,insulted by other people in the shop ,"['insulted', 'by', 'other', 'people', 'in', 'the', 'shop', '']"
4120,4120,joy,i received an unexpected b  on an engineering midterm  i did not study nearly as much as i should have and it was a difficult test ,"['i', 'received', 'an', 'unexpected', 'b', '', 'on', 'an', 'engineering', 'midterm', '', 'i', 'did', 'not', 'study', 'nearly', 'as', 'much', 'as', 'i', 'should', 'have', 'and', 'it', 'was', 'a', 'difficult', 'test', '']"
4121,4121,shame,my mother had just been teaching me how to crochet  which is thought highly improper for a boy in a town   just when we finished  a neighbour walked in ,"['my', 'mother', 'had', 'just', 'been', 'teaching', 'me', 'how', 'to', 'crochet', '', 'which', 'is', 'thought', 'highly', 'improper', 'for', 'a', 'boy', 'in', 'a', 'town', '', '', 'just', 'when', 'we', 'finished', '', 'a', 'neighbour', 'walked', 'in', '']"
4122,4122,guilt,i had to call somebody between 12 and 12 30  as i had no possibility to call him at this time  i did not do it until 3 p m ,"['i', 'had', 'to', 'call', 'somebody', 'between', '12', 'and', '12', '30', '', 'as', 'i', 'had', 'no', 'possibility', 'to', 'call', 'him', 'at', 'this', 'time', '', 'i', 'did', 'not', 'do', 'it', 'until', '3', 'p', 'm', '']"
4123,4123,disgust,this happened when i could not get into the school i had initially wanted  and ended up doing something i had never thought i would do ,"['this', 'happened', 'when', 'i', 'could', 'not', 'get', 'into', 'the', 'school', 'i', 'had', 'initially', 'wanted', '', 'and', 'ended', 'up', 'doing', 'something', 'i', 'had', 'never', 'thought', 'i', 'would', 'do', '']"
4124,4124,joy,talking with someone i admire a lot ,"['talking', 'with', 'someone', 'i', 'admire', 'a', 'lot', '']"
4125,4125,sadness,when my grandmother died of cancer ,"['when', 'my', 'grandmother', 'died', 'of', 'cancer', '']"
4126,4126,anger,when i was pointed out as a problem child in primary school and my mother took the teacher s point of view ,"['when', 'i', 'was', 'pointed', 'out', 'as', 'a', 'problem', 'child', 'in', 'primary', 'school', 'and', 'my', 'mother', 'took', 'the', 'teacher', 's', 'point', 'of', 'view', '']"
4127,4127,guilt,beating my brother up ,"['beating', 'my', 'brother', 'up', '']"
4128,4128,joy,it was the first time i met him  my boyfriend mr w    it was during the first term summer vacations   we met each other while handing in our homework   he invited me have a trip with him and we were together till 8 p m ,"['it', 'was', 'the', 'first', 'time', 'i', 'met', 'him', '', 'my', 'boyfriend', 'mr', 'w', '', '', '', 'it', 'was', 'during', 'the', 'first', 'term', 'summer', 'vacations', '', '', 'we', 'met', 'each', 'other', 'while', 'handing', 'in', 'our', 'homework', '', '', 'he', 'invited', 'me', 'have', 'a', 'trip', 'with', 'him', 'and', 'we', 'were', 'together', 'till', '8', 'p', 'm', '']"
4129,4129,shame,as a kid my mother caught me stealing sugar and giving it to a neighbour ,"['as', 'a', 'kid', 'my', 'mother', 'caught', 'me', 'stealing', 'sugar', 'and', 'giving', 'it', 'to', 'a', 'neighbour', '']"
4130,4130,anger,without the employer s knowledge and even without any communication their bank accounts were changed and their personal accounts closed ,"['without', 'the', 'employer', 's', 'knowledge', 'and', 'even', 'without', 'any', 'communication', 'their', 'bank', 'accounts', 'were', 'changed', 'and', 'their', 'personal', 'accounts', 'closed', '']"
4131,4131,fear,when at school  i threw a duster at another child and hit him in the head  the blow caused a flesh wound and i was afraid of what would happen to me when the teacher found out the circumstances ,"['when', 'at', 'school', '', 'i', 'threw', 'a', 'duster', 'at', 'another', 'child', 'and', 'hit', 'him', 'in', 'the', 'head', '', 'the', 'blow', 'caused', 'a', 'flesh', 'wound', 'and', 'i', 'was', 'afraid', 'of', 'what', 'would', 'happen', 'to', 'me', 'when', 'the', 'teacher', 'found', 'out', 'the', 'circumstances', '']"
4132,4132,anger,my superior blamed me for some neglects at work in front of others   in fact  the task in question was not supposed to be done by me ,"['my', 'superior', 'blamed', 'me', 'for', 'some', 'neglects', 'at', 'work', 'in', 'front', 'of', 'others', '', '', 'in', 'fact', '', 'the', 'task', 'in', 'question', 'was', 'not', 'supposed', 'to', 'be', 'done', 'by', 'me', '']"
4133,4133,fear,i had this experience of fear when few people were fighting at a social one night  which one of my relative was involved  my fear was greatly for him because he was being assaulted badly ,"['i', 'had', 'this', 'experience', 'of', 'fear', 'when', 'few', 'people', 'were', 'fighting', 'at', 'a', 'social', 'one', 'night', '', 'which', 'one', 'of', 'my', 'relative', 'was', 'involved', '', 'my', 'fear', 'was', 'greatly', 'for', 'him', 'because', 'he', 'was', 'being', 'assaulted', 'badly', '']"
4134,4134,shame,lying to my cousin about the form five examination fees ,"['lying', 'to', 'my', 'cousin', 'about', 'the', 'form', 'five', 'examination', 'fees', '']"
4135,4135,anger,people not resprcting my opinion ,"['people', 'not', 'resprcting', 'my', 'opinion', '']"
4136,4136,shame,i feel shy to show all my worth when i work for the first time with a conductor or a producer unfamiliar to me ,"['i', 'feel', 'shy', 'to', 'show', 'all', 'my', 'worth', 'when', 'i', 'work', 'for', 'the', 'first', 'time', 'with', 'a', 'conductor', 'or', 'a', 'producer', 'unfamiliar', 'to', 'me', '']"
4137,4137,disgust,when an employer of my younger sister  17 yrs  made a  pass  at her ,"['when', 'an', 'employer', 'of', 'my', 'younger', 'sister', '', '17', 'yrs', '', 'made', 'a', '', 'pass', '', 'at', 'her', '']"
4138,4138,anger,when my colleague spat on my face after a quarrel ,"['when', 'my', 'colleague', 'spat', 'on', 'my', 'face', 'after', 'a', 'quarrel', '']"
4139,4139,guilt,that evening when i opened the songbook while i was singing the song  those were the days  that guilt feeling became stronger   the lyrics described well   i was really wrong   the wish that i had made was really bad  if she were with me i would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me ,"['that', 'evening', 'when', 'i', 'opened', 'the', 'songbook', 'while', 'i', 'was', 'singing', 'the', 'song', '', 'those', 'were', 'the', 'days', '', 'that', 'guilt', 'feeling', 'became', 'stronger', '', '', 'the', 'lyrics', 'described', 'well', '', '', 'i', 'was', 'really', 'wrong', '', '', 'the', 'wish', 'that', 'i', 'had', 'made', 'was', 'really', 'bad', '', 'if', 'she', 'were', 'with', 'me', 'i', 'would', 'really', 'be', 'happy', 'and', 'we', 'would', 'play', 'happily', 'together', 'like', 'the', 'days', 'in', 'secondary', 'school', 'and', 'she', 'would', 'not', 'be', 'disappointed', 'and', 'gloomy', 'because', 'of', 'me', '']"
4140,4140,joy,when i was selected to start form i at malosa secondary school ,"['when', 'i', 'was', 'selected', 'to', 'start', 'form', 'i', 'at', 'malosa', 'secondary', 'school', '']"
4141,4141,fear,when i had left my home  my father  under false pretences  got me in his car and drove home where we were all alone  he was seethed with rage because i withrew from his authority  he hit me  kicked me and threatened me ,"['when', 'i', 'had', 'left', 'my', 'home', '', 'my', 'father', '', 'under', 'false', 'pretences', '', 'got', 'me', 'in', 'his', 'car', 'and', 'drove', 'home', 'where', 'we', 'were', 'all', 'alone', '', 'he', 'was', 'seethed', 'with', 'rage', 'because', 'i', 'withrew', 'from', 'his', 'authority', '', 'he', 'hit', 'me', '', 'kicked', 'me', 'and', 'threatened', 'me', '']"
4142,4142,anger,we were starting a student project  and the teacher we talked to was very negative and not very helpful ,"['we', 'were', 'starting', 'a', 'student', 'project', '', 'and', 'the', 'teacher', 'we', 'talked', 'to', 'was', 'very', 'negative', 'and', 'not', 'very', 'helpful', '']"
4143,4143,shame,i ride my motorbike in my village and everyone stares at me as if i was a rare specimen ,"['i', 'ride', 'my', 'motorbike', 'in', 'my', 'village', 'and', 'everyone', 'stares', 'at', 'me', 'as', 'if', 'i', 'was', 'a', 'rare', 'specimen', '']"
4144,4144,anger,when i see how people around me pass by certain unjustice because of indifference or cowardice ,"['when', 'i', 'see', 'how', 'people', 'around', 'me', 'pass', 'by', 'certain', 'unjustice', 'because', 'of', 'indifference', 'or', 'cowardice', '']"
4145,4145,joy,  no response  ,"['', '', 'no', 'response', '', '']"
